Filename,Label,LabelTimeStamp,Spec_NStep,Spec_NWin,Spec_x1,Spec_y1,Spec_x2,Spec_y2,LabelStartTime_Seconds,LabelEndTime_Seconds,LabelArea_DataPoints,DetectorConfidence
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,75.294,0,76.294,576.0,0.075,0.076,,0.337
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,141.176,0,142.176,576.0,0.141,0.142,,0.29
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,164.706,0,165.706,576.0,0.165,0.166,,0.11
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,188.235,0,189.235,576.0,0.188,0.189,,0.106
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,221.176,0,222.176,576.0,0.221,0.222,,0.105
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,282.353,0,283.353,576.0,0.282,0.283,,0.107
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,315.294,0,316.294,576.0,0.315,0.316,,0.291
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,1135.706,0,1136.706,576.0,1.136,1.137,,0.1
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,1276.882,0,1277.882,576.0,1.277,1.278,,0.109
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,1602.118,0,1603.118,576.0,1.602,1.603,,0.147
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,1620.941,0,1621.941,576.0,1.621,1.622,,0.104
/D-BARBA_20171012_000435_497.wav,bat,2020-03-31T18:38:51.908223,0.001,0.003,1672.706,0,1673.706,576.0,1.673,1.674,,0.112
