Filename,Label,LabelTimeStamp,Spec_NStep,Spec_NWin,Spec_x1,Spec_y1,Spec_x2,Spec_y2,LabelStartTime_Seconds,LabelEndTime_Seconds,LabelArea_DataPoints,DetectorConfidence
/A-LIFE_20171004_220459_000.wav,bat,2020-03-31T18:38:42.706898,0.001,0.003,367.059,0,368.059,576.0,0.367,0.368,,0.397
/A-LIFE_20171004_220459_000.wav,bat,2020-03-31T18:38:42.706898,0.001,0.003,400.529,0,401.529,576.0,0.401,0.402,,0.368
/A-LIFE_20171004_220459_000.wav,bat,2020-03-31T18:38:42.706898,0.001,0.003,475.824,0,476.824,576.0,0.476,0.477,,0.268
/A-LIFE_20171004_220459_000.wav,bat,2020-03-31T18:38:42.706898,0.001,0.003,527.588,0,528.588,576.0,0.528,0.529,,0.144
