Filename,Label,LabelTimeStamp,Spec_NStep,Spec_NWin,Spec_x1,Spec_y1,Spec_x2,Spec_y2,LabelStartTime_Seconds,LabelEndTime_Seconds,LabelArea_DataPoints,DetectorConfidence
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,701.706,0,702.706,384.0,0.702,0.703,,0.112
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,918.706,0,919.706,384.0,0.919,0.92,,0.112
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,1168.647,0,1169.647,384.0,1.169,1.17,,0.108
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,1239.235,0,1240.235,384.0,1.239,1.24,,0.572
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,1276.882,0,1277.882,384.0,1.277,1.278,,0.544
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,1323.941,0,1324.941,384.0,1.324,1.325,,0.535
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,1366.294,0,1367.294,384.0,1.366,1.367,,0.227
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,1469.824,0,1470.824,384.0,1.47,1.471,,0.125
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,3199.529,0,3200.529,384.0,3.2,3.201,,0.158
/S4U00311_20171004_001734_000.wav,bat,2020-03-31T18:38:55.345297,0.001,0.003,4080.588,0,4081.588,384.0,4.081,4.082,,0.153
