Filename,Label,LabelTimeStamp,Spec_NStep,Spec_NWin,Spec_x1,Spec_y1,Spec_x2,Spec_y2,LabelStartTime_Seconds,LabelEndTime_Seconds,LabelArea_DataPoints,DetectorConfidence
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,94.118,0,95.118,576.0,0.094,0.095,,0.794
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,183.529,0,184.529,576.0,0.184,0.185,,0.848
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,249.412,0,250.412,576.0,0.249,0.25,,0.926
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,386.412,0,387.412,576.0,0.386,0.387,,0.719
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,433.471,0,434.471,576.0,0.433,0.434,,0.893
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,499.353,0,500.353,576.0,0.499,0.5,,0.973
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,574.647,0,575.647,576.0,0.575,0.576,,0.87
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,631.118,0,632.118,576.0,0.631,0.632,,0.876
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,701.706,0,702.706,576.0,0.702,0.703,,0.856
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,753.471,0,754.471,576.0,0.753,0.754,,0.874
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,754.0,0,755.0,576.0,0.754,0.755,,0.889
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,810.471,0,811.471,576.0,0.81,0.811,,0.92
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,857.529,0,858.529,576.0,0.858,0.859,,0.834
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,909.294,0,910.294,576.0,0.909,0.91,,0.752
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,956.353,0,957.353,576.0,0.956,0.957,,0.755
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1012.823,0,1013.823,576.0,1.013,1.014,,0.672
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1055.176,0,1056.176,576.0,1.055,1.056,,0.293
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1102.235,0,1103.235,576.0,1.102,1.103,,0.647
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1131.0,0,1132.0,576.0,1.131,1.132,,0.15
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1780.941,0,1781.941,576.0,1.781,1.782,,0.611
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1856.235,0,1857.235,576.0,1.856,1.857,,0.712
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1903.824,0,1904.824,576.0,1.904,1.905,,0.756
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,1955.588,0,1956.588,576.0,1.956,1.957,,0.809
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2016.765,0,2017.765,576.0,2.017,2.018,,0.902
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2063.824,0,2064.824,576.0,2.064,2.065,,0.948
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2125.0,0,2126.0,576.0,2.125,2.126,,0.938
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2172.059,0,2173.059,576.0,2.172,2.173,,0.934
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2214.412,0,2215.412,576.0,2.214,2.215,,0.885
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2459.647,0,2460.647,576.0,2.46,2.461,,0.991
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2516.118,0,2517.118,576.0,2.516,2.517,,0.988
/A-DASY_20170320_023918_041.wav,bat,2020-03-31T21:10:31.979413,0.001,0.003,2567.883,0,2568.883,576.0,2.568,2.569,,0.995
