Filename,Label,LabelTimeStamp,Spec_NStep,Spec_NWin,Spec_x1,Spec_y1,Spec_x2,Spec_y2,LabelStartTime_Seconds,LabelEndTime_Seconds,LabelArea_DataPoints,DetectorConfidence
/C-DASY_20170314_220436_329.wav,bat,2020-03-31T21:10:56.141947,0.001,0.003,207.059,0,208.059,576.0,0.207,0.208,,0.98
/C-DASY_20170314_220436_329.wav,bat,2020-03-31T21:10:56.141947,0.001,0.003,296.471,0,297.471,576.0,0.296,0.297,,0.661
/C-DASY_20170314_220436_329.wav,bat,2020-03-31T21:10:56.141947,0.001,0.003,555.824,0,556.824,576.0,0.556,0.557,,0.883
/C-DASY_20170314_220436_329.wav,bat,2020-03-31T21:10:56.141947,0.001,0.003,1908.529,0,1909.529,576.0,1.909,1.91,,0.134
/C-DASY_20170314_220436_329.wav,bat,2020-03-31T21:10:56.141947,0.001,0.003,2756.647,0,2757.647,576.0,2.757,2.758,,0.311
