Filename,Label,LabelTimeStamp,Spec_NStep,Spec_NWin,Spec_x1,Spec_y1,Spec_x2,Spec_y2,LabelStartTime_Seconds,LabelEndTime_Seconds,LabelArea_DataPoints,DetectorConfidence
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,65.882,0,66.882,576.0,0.066,0.067,,0.128
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,178.824,0,179.824,576.0,0.179,0.18,,0.544
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,315.294,0,316.294,576.0,0.315,0.316,,0.256
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,362.353,0,363.353,576.0,0.362,0.363,,0.629
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,447.588,0,448.588,576.0,0.448,0.449,,0.104
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,494.647,0,495.647,576.0,0.495,0.496,,0.109
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,532.294,0,533.294,576.0,0.532,0.533,,0.778
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,640.529,0,641.529,576.0,0.641,0.642,,0.233
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,664.059,0,665.059,576.0,0.664,0.665,,0.158
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,701.706,0,702.706,576.0,0.702,0.703,,0.193
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,725.235,0,726.235,576.0,0.725,0.726,,0.205
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,801.059,0,802.059,576.0,0.801,0.802,,0.724
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,904.588,0,905.588,576.0,0.905,0.906,,0.119
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,928.118,0,929.118,576.0,0.928,0.929,,0.661
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1036.353,0,1037.353,576.0,1.036,1.037,,0.479
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1069.294,0,1070.294,576.0,1.069,1.07,,0.282
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1088.118,0,1089.118,576.0,1.088,1.089,,0.189
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1106.941,0,1107.941,576.0,1.107,1.108,,0.115
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1149.824,0,1150.824,576.0,1.15,1.151,,0.736
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1225.118,0,1226.118,576.0,1.225,1.226,,0.321
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1258.059,0,1259.059,576.0,1.258,1.259,,0.517
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1333.353,0,1334.353,576.0,1.333,1.334,,0.432
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1371.0,0,1372.0,576.0,1.371,1.372,,0.671
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1469.824,0,1470.824,576.0,1.47,1.471,,0.824
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1498.059,0,1499.059,576.0,1.498,1.499,,0.282
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1522.118,0,1523.118,576.0,1.522,1.523,,0.22
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1550.353,0,1551.353,576.0,1.55,1.551,,0.529
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1578.588,0,1579.588,576.0,1.579,1.58,,0.335
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1597.412,0,1598.412,576.0,1.597,1.598,,0.209
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1653.882,0,1654.882,576.0,1.654,1.655,,0.804
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1705.647,0,1706.647,576.0,1.706,1.707,,0.265
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1738.588,0,1739.588,576.0,1.739,1.74,,0.758
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1813.882,0,1814.882,576.0,1.814,1.815,,0.154
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1837.412,0,1838.412,576.0,1.837,1.838,,0.626
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1870.353,0,1871.353,576.0,1.87,1.871,,0.169
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1889.706,0,1890.706,576.0,1.89,1.891,,0.11
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,1922.647,0,1923.647,576.0,1.923,1.924,,0.79
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2026.176,0,2027.176,576.0,2.026,2.027,,0.694
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2049.706,0,2050.706,576.0,2.05,2.051,,0.147
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2129.706,0,2130.706,576.0,2.13,2.131,,0.673
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2228.529,0,2229.529,576.0,2.229,2.23,,0.583
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2304.353,0,2305.353,576.0,2.304,2.305,,0.811
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2337.294,0,2338.294,576.0,2.337,2.338,,0.15
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2403.176,0,2404.176,576.0,2.403,2.404,,0.651
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2516.118,0,2517.118,576.0,2.516,2.517,,0.819
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2643.177,0,2644.177,576.0,2.643,2.644,,0.74
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2639.0,0,2640.0,576.0,2.639,2.64,,0.769
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2751.941,0,2752.941,576.0,2.752,2.753,,0.761
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2860.176,0,2861.176,576.0,2.86,2.861,,0.956
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,2963.706,0,2964.706,576.0,2.964,2.965,,0.606
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3067.765,0,3068.765,576.0,3.068,3.069,,0.485
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3091.294,0,3092.294,576.0,3.091,3.092,,0.166
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3171.294,0,3172.294,576.0,3.171,3.172,,0.657
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3256.0,0,3257.0,576.0,3.256,3.257,,0.914
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3373.647,0,3374.647,576.0,3.374,3.375,,0.712
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3482.412,0,3483.412,576.0,3.482,3.483,,0.646
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3557.706,0,3558.706,576.0,3.558,3.559,,0.597
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3727.118,0,3728.118,576.0,3.727,3.728,,0.629
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3779.412,0,3780.412,576.0,3.779,3.78,,0.666
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3878.235,0,3879.235,576.0,3.878,3.879,,0.594
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3948.824,0,3949.824,576.0,3.949,3.95,,0.1
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,3977.059,0,3978.059,576.0,3.977,3.978,,0.554
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,4075.882,0,4076.882,576.0,4.076,4.077,,0.569
/B-DASY_20170320_210934_000.wav,bat,2020-03-31T21:10:47.202907,0.001,0.003,4161.118,0,4162.118,576.0,4.161,4.162,,0.644
